	3.6 -1.8 -1.2
	-1.8  3.6 -0.6
	-1.2 -0.6  3.6

    5.01     -2.47     -1.61
    -2.47      5.04    -0.744
    -1.61    -0.744      5.12

	1.8 -0.9 -0.6
	-0.9  1.8 -0.3
	-0.6 -0.3  1.8

    2.12     -1.05    -0.695
    -1.05      2.12    -0.332
	-0.695    -0.332      2.14

	1.2 -0.6 -0.4
	-0.6  1.2 -0.2
	-0.4 -0.2  1.2

    1.33    -0.659    -0.438
	-0.659      1.33    -0.213
	-0.438    -0.213      1.34

	0.9 -0.45  -0.3
	-0.45   0.9 -0.15
	-0.3 -0.15   0.9

    0.973    -0.481    -0.324
	-0.481      0.97    -0.156
	-0.324    -0.156     0.978

	0.72 -0.36 -0.24
	-0.36  0.72 -0.12
	-0.24 -0.12  0.72

    0.767    -0.381    -0.254
	-0.381     0.764    -0.124
	-0.254    -0.124     0.771

	0.6 -0.3 -0.2
	-0.3  0.6 -0.1
	-0.2 -0.1  0.6

    0.628    -0.314     -0.21
   -0.314     0.633    -0.103
    -0.21    -0.103     0.634

     0.514     -0.257     -0.171
    -0.257      0.514    -0.0857
    -0.171    -0.0857      0.514

     0.538     -0.268     -0.179
    -0.268      0.538    -0.0879
    -0.179    -0.0879       0.54

	0.45 -0.225  -0.15
	-0.225   0.45 -0.075
	-0.15 -0.075   0.45

     0.467     -0.233     -0.156
    -0.233      0.467    -0.0753
    -0.156    -0.0753      0.469

       0.4       -0.2     -0.133
      -0.2        0.4    -0.0667
    -0.133    -0.0667        0.4

     0.414     -0.207     -0.136
    -0.207      0.414    -0.0694
    -0.136    -0.0694      0.414

	0.36 -0.18 -0.12
	-0.18  0.36 -0.06
	-0.12 -0.06  0.36

     0.372     -0.186     -0.124
    -0.186      0.372    -0.0613
    -0.124    -0.0613      0.372

     0.327     -0.164     -0.109
    -0.164      0.327    -0.0545
    -0.109    -0.0545      0.327

     0.337     -0.168     -0.112
    -0.168      0.337     -0.056
    -0.112     -0.056      0.339

	0.3 -0.15  -0.1
	-0.15   0.3 -0.05
	-0.1 -0.05   0.3

     0.308     -0.154     -0.103
    -0.154      0.308    -0.0504
    -0.103    -0.0504      0.308

     0.277     -0.138    -0.0923
    -0.138      0.277    -0.0462
   -0.0923    -0.0462      0.277

     0.284     -0.141    -0.0947
    -0.141      0.284     -0.047
   -0.0947     -0.047      0.285

     0.257     -0.129    -0.0857
    -0.129      0.257    -0.0429
   -0.0857    -0.0429      0.257

     0.263     -0.131    -0.0869
    -0.131      0.263     -0.044
   -0.0869     -0.044      0.263

 0.24 -0.12 -0.08
-0.12  0.24 -0.04
-0.08 -0.04  0.24

     0.245     -0.123    -0.0813
    -0.123      0.245    -0.0408
   -0.0813    -0.0408      0.246

  0.225  -0.112  -0.075
 -0.112   0.225 -0.0375
 -0.075 -0.0375   0.225

      0.23     -0.115    -0.0764
    -0.115      0.229    -0.0382
   -0.0764    -0.0382       0.23

     0.212     -0.106    -0.0706
    -0.106      0.212    -0.0353
   -0.0706    -0.0353      0.212

     0.215     -0.108    -0.0713
    -0.108      0.215    -0.0355
   -0.0713    -0.0355      0.216

       0.2       -0.1    -0.0667
      -0.1        0.2    -0.0333
   -0.0667    -0.0333        0.2

     0.203     -0.102    -0.0676
    -0.102      0.204    -0.0336
   -0.0676    -0.0336      0.204

     0.189    -0.0947    -0.0632
   -0.0947      0.189    -0.0316
   -0.0632    -0.0316      0.189

     0.192     -0.096    -0.0641
    -0.096      0.192    -0.0317
   -0.0641    -0.0317      0.193

	 0.18 -0.09 -0.06
	-0.09  0.18 -0.03
	-0.06 -0.03  0.18

     0.183    -0.0912    -0.0612
   -0.0912      0.182    -0.0303
   -0.0612    -0.0303      0.183

     0.171    -0.0857    -0.0571
   -0.0857      0.171    -0.0286
   -0.0571    -0.0286      0.171

     0.174    -0.0868    -0.0579
   -0.0868      0.174    -0.0286
   -0.0579    -0.0286      0.174

     0.164    -0.0818    -0.0545
   -0.0818      0.164    -0.0273
   -0.0545    -0.0273      0.164

     0.166     -0.083    -0.0551
    -0.083      0.167     -0.028
   -0.0551     -0.028      0.166

     0.157    -0.0783    -0.0522
   -0.0783      0.157    -0.0261
   -0.0522    -0.0261      0.157

     0.159    -0.0792    -0.0532
   -0.0792      0.159    -0.0264
   -0.0532    -0.0264      0.159

	  0.15 -0.075  -0.05
	-0.075   0.15 -0.025
	 -0.05 -0.025   0.15

     0.152    -0.0761    -0.0506
   -0.0761      0.152     -0.025
   -0.0506     -0.025      0.152

	 0.144 -0.072 -0.048
